Name,unpol.EIC.empty18x275_cut
Comment,Bins for EIC set
Reference,AV
Process type,SIDIS
Number of points,10758
Number of uncorr.errors,1
Number of corr.errors,0
Number of norm.errors,0
List of norm.errors (relative),
Total cross-section nomalized,False
List of points 
Point id,process id,s[GeV^2],<Q>[GeV],Qmin[GeV],Qmax[GeV],<x>,xMin,xMax,<z>,zMin,zMax,<pT>[GeV],pTMin[GeV],pTMax[GeV],xSec,Uncorr.Err.0,Th.Factor,FiducialCuts,yMin,yMax,W2min[GeV^2],W2max[GeV^2],TargetMass[GeV],ProductMass[GeV]
1106,1 - 1 - 2001,19800.0,2.095910303424266,1.7782800679308082,2.3713730200033902,0.000324648,0.000251189,0.000398107,0.075,0.05,0.1,0.025,0.0,0.05,100.0,1.0,1.0,True,0.01,0.95,10.0,39600.0,0.938,0.139
1120,1 - 1 - 2001,19800.0,2.095910303424266,1.7782800679308082,2.3713730200033902,0.000324648,0.000251189,0.000398107,0.125,0.1,0.15,0.025,0.0,0.05,100.0,1.0,1.0,True,0.01,0.95,10.0,39600.0,0.938,0.139
1134,1 - 1 - 2001,19800.0,2.095910303424266,1.7782800679308082,2.3713730200033902,0.000324648,0.000251189,0.000398107,0.175,0.15,0.2,0.025,0.0,0.05,100.0,1.0,1.0,True,0.01,0.95,10.0,39600.0,0.938,0.139
1135,1 - 1 - 2001,19800.0,2.095910303424266,1.7782800679308082,2.3713730200033902,0.000324648,0.000251189,0.000398107,0.175,0.15,0.2,0.075,0.05,0.1,100.0,1.0,1.0,True,0.01,0.95,10.0,39600.0,0.938,0.139
1148,1 - 1 - 2001,19800.0,2.095910303424266,1.7782800679308082,2.3713730200033902,0.000324648,0.000251189,0.000398107,0.225,0.2,0.25,0.025,0.0,0.05,100.0,1.0,1.0,True,0.01,0.95,10.0,39600.0,0.938,0.139
1149,1 - 1 - 2001,19800.0,2.095910303424266,1.7782800679308082,2.3713730200033902,0.000324648,0.000251189,0.000398107,0.225,0.2,0.25,0.075,0.05,0.1,100.0,1.0,1.0,True,0.01,0.95,10.0,39600.0,0.938,0.139
1162,1 - 1 - 2001,19800.0,2.095910303424266,1.7782800679308082,2.3713730200033902,0.000324648,0.000251189,0.000398107,0.275,0.25,0.3,0.025,0.0,0.05,100.0,1.0,1.0,True,0.01,0.95,10.0,39600.0,0.938,0.139
1163,1 - 1 - 2001,19800.0,2.095910303424266,1.7782800679308082,2.3713730200033902,0.000324648,0.000251189,0.000398107,0.275,0.25,0.3,0.075,0.05,0.1,100.0,1.0,1.0,True,0.01,0.95,10.0,39600.0,0.938,0.139
1176,1 - 1 - 2001,19800.0,2.095910303424266,1.7782800679308082,2.3713730200033902,0.000324648,0.000251189,0.000398107,0.35,0.3,0.4,0.025,0.0,0.05,100.0,1.0,1.0,True,0.01,0.95,10.0,39600.0,0.938,0.139
1177,1 - 1 - 2001,19800.0,2.095910303424266,1.7782800679308082,2.3713730200033902,0.000324648,0.000251189,0.000398107,0.35,0.3,0.4,0.075,0.05,0.1,100.0,1.0,1.0,True,0.01,0.95,10.0,39600.0,0.938,0.139
1178,1 - 1 - 2001,19800.0,2.095910303424266,1.7782800679308082,2.3713730200033902,0.000324648,0.000251189,0.000398107,0.35,0.3,0.4,0.15,0.1,0.2,100.0,1.0,1.0,True,0.01,0.95,10.0,39600.0,0.938,0.139
1190,1 - 1 - 2001,19800.0,2.095910303424266,1.7782800679308082,2.3713730200033902,0.000324648,0.000251189,0.000398107,0.45,0.4,0.5,0.025,0.0,0.05,100.0,1.0,1.0,True,0.01,0.95,10.0,39600.0,0.938,0.139
1191,1 - 1 - 2001,19800.0,2.095910303424266,1.7782800679308082,2.3713730200033902,0.000324648,0.000251189,0.000398107,0.45,0.4,0.5,0.075,0.05,0.1,100.0,1.0,1.0,True,0.01,0.95,10.0,39600.0,0.938,0.139
1192,1 - 1 - 2001,19800.0,2.095910303424266,1.7782800679308082,2.3713730200033902,0.000324648,0.000251189,0.000398107,0.45,0.4,0.5,0.15,0.1,0.2,100.0,1.0,1.0,True,0.01,0.95,10.0,39600.0,0.938,0.139
1204,1 - 1 - 2001,19800.0,2.095910303424266,1.7782800679308082,2.3713730200033902,0.000324648,0.000251189,0.000398107,0.55,0.5,0.6,0.025,0.0,0.05,100.0,1.0,1.0,True,0.01,0.95,10.0,39600.0,0.938,0.139
1205,1 - 1 - 2001,19800.0,2.095910303424266,1.7782800679308082,2.3713730200033902,0.000324648,0.000251189,0.000398107,0.55,0.5,0.6,0.075,0.05,0.1,100.0,1.0,1.0,True,0.01,0.95,10.0,39600.0,0.938,0.139
1206,1 - 1 - 2001,19800.0,2.095910303424266,1.7782800679308082,2.3713730200033902,0.000324648,0.000251189,0.000398107,0.55,0.5,0.6,0.15,0.1,0.2,100.0,1.0,1.0,True,0.01,0.95,10.0,39600.0,0.938,0.139
1207,1 - 1 - 2001,19800.0,2.095910303424266,1.7782800679308082,2.3713730200033902,0.000324648,0.000251189,0.000398107,0.55,0.5,0.6,0.25,0.2,0.3,100.0,1.0,1.0,True,0.01,0.95,10.0,39600.0,0.938,0.139
1218,1 - 1 - 2001,19800.0,2.095910303424266,1.7782800679308082,2.3713730200033902,0.000324648,0.000251189,0.000398107,0.65,0.6,0.7,0.025,0.0,0.05,100.0,1.0,1.0,True,0.01,0.95,10.0,39600.0,0.938,0.139
1219,1 - 1 - 2001,19800.0,2.095910303424266,1.7782800679308082,2.3713730200033902,0.000324648,0.000251189,0.000398107,0.65,0.6,0.7,0.075,0.05,0.1,100.0,1.0,1.0,True,0.01,0.95,10.0,39600.0,0.938,0.139
1220,1 - 1 - 2001,19800.0,2.095910303424266,1.7782800679308082,2.3713730200033902,0.000324648,0.000251189,0.000398107,0.65,0.6,0.7,0.15,0.1,0.2,100.0,1.0,1.0,True,0.01,0.95,10.0,39600.0,0.938,0.139
1221,1 - 1 - 2001,19800.0,2.095910303424266,1.7782800679308082,2.3713730200033902,0.000324648,0.000251189,0.000398107,0.65,0.6,0.7,0.25,0.2,0.3,100.0,1.0,1.0,True,0.01,0.95,10.0,39600.0,0.938,0.139
1232,1 - 1 - 2001,19800.0,2.095910303424266,1.7782800679308082,2.3713730200033902,0.000324648,0.000251189,0.000398107,0.75,0.7,0.8,0.025,0.0,0.05,100.0,1.0,1.0,True,0.01,0.95,10.0,39600.0,0.938,0.139
1233,1 - 1 - 2001,19800.0,2.095910303424266,1.7782800679308082,2.3713730200033902,0.000324648,0.000251189,0.000398107,0.75,0.7,0.8,0.075,0.05,0.1,100.0,1.0,1.0,True,0.01,0.95,10.0,39600.0,0.938,0.139
